notification_no,work_order_no,notification_date,order_created_date,completion_date,functional_location,equipment_tag,equipment_description,equipment_class,priority,status,craft,process_upset,failure_mode,failure_code,cause_code,outage_required,labor_hours,material_cost_usd,notification_short_text,notification_long_text
10451156,40871156,2026-01-14,2026-01-16,2026-01-21,U400-DEETHANIZER-500,PV-501,column pressure control valve,control_valve,P2,TECO,ROT,valve_stiction,not stroking,NO_TRAVEL,ACT,N,16.2,671.64,"PV-501 not stroking again, prod upset","C shift called for PV-501 column pressure control valve, valve sticking seen during valve stiction. Foud not stroking; actuator weak. calibrated, loop checked with CCR. ops says ok for now. notif made by ops, maint attended same shift."
10451157,40871157,2026-01-14,2026-01-15,2026-01-15,U400-DEETHANIZER-500,TT-503,reboiler outlet temperature tx,instrument,P4,CLSD,INST,reboiler_duty_loss,impulse plugged,PLUG,PROCESS,N,3.0,1942.61,TT-503 not ok after reboiler duty loss,"B shift called for TT-503 reboiler outlet temp tx, tray temp low seen during reboiler duty loss. Foud impulse plugged; tap/line dirty. reset trip and monitored for 2 hrs. still little hunting but acceptable. notif made by ops, maint attended same shift."
10451158,40871158,2026-01-20,2026-01-20,2026-01-22,U400-DEETHANIZER-500,E-503,feed bottoms exchanger,exchanger,P4,COMP,INST,feed_composition_shift,tube fouling,FOULING,PROCESS,N,11.9,17025.49,chk E-503 - tube fouling frm ops,"night called for E-503 feed bottoms exchanger, ovhd c3 slip seen during feed composition shift. Foud tube fouling; duty low, delta t poor. stroke tested, response better. temp repair only, plan shutdown job. notif made by ops, maint attended same shift."
10451159,40871159,2026-01-16,2026-01-17,2026-01-18,U400-DEETHANIZER-500,TV-502,condenser cooling valve,control_valve,P3,TECO,MECH,valve_stiction,hunting loop,CTRL_OSC,TUNE,N,11.2,1541.59,chk TV-502 - hunting loop frm ops,"C shift called for TV-502 condenser cooling valve, air leak seen during valve stiction. Foud hunting loop; bad response after upset. Could not get permit first time waiting area gas test. cleaned and put back online. need watch next feed swing. notif made by ops, maint attended same shift."
10451160,40871160,2026-01-21,2026-01-21,2026-01-26,U400-DEETHANIZER-500,FV-502,reflux flow control valve,control_valve,P3,CLSD,INST,valve_stiction,not stroking,NO_TRAVEL,ACT,N,2.3,5743.99,FV-502 not ok after valve stiction,"C shift called for FV-502 reflux flow control valve, loop cycling seen during valve stiction. Foud not stroking; actuator weak. swapped to standby and repaired. unit stable now. notif made by ops, maint attended same shift."
10451161,40871161,2026-01-24,2026-01-25,2026-01-27,U400-DEETHANIZER-500,TV-502,condenser cooling valve,control_valve,P2,COMP,ANLYZR,condenser_fouling,air leak,AIR_LEAK,TUBING,N,14.1,726.96,TV-502 not ok after condenser fouling,"night called for TV-502 condnsr cooling valve, cw dt low seen during condnsr fouling. Foud air leak; positioner supply drop. changed gasket and boxed up. ops says ok for now. notif made by ops, maint attended same shift."
10451162,40871162,2026-01-21,2026-01-21,2026-01-21,U400-DEETHANIZER-500,P-501A,reflux pump A,pump,P3,CLSD,VALVE,reflux_pump_degradation,low disch press,HYD_LOSS,FOUL,N,14.3,9157.32,chk P-501A - low disch press frm ops,"C shift called for P-501A reflux pump A, pump vib seen during reflux pump degradation. Foud low disch press; strainer dirty or impeller wear. History shows same complain last mnth. cleaned and put back online. readng close to dcs after job. notif made by ops, maint attended same shift."
10451163,40871163,2026-01-25,2026-01-26,2026-01-27,U400-DEETHANIZER-500,E-503,feed bottoms exchanger,exchanger,P3,COMP,E&I,feed_flow_step,tube fouling,FOULING,PROCESS,N,12.5,8081.61,"E-503 fic hunting, tube fouling","C shift called for E-503 feed bottoms exchanger, lvl swing seen during feed flow step. Foud tube fouling; duty low, delta t poor. opened strainer, cleaned black sludge. readng close to dcs after job. notif made by ops, maint attended same shift."
10451164,40871164,2026-01-28,2026-01-30,2026-01-31,U400-DEETHANIZER-500,FT-502,reflux flow transmitter,instrument,P3,CLSD,E&I,reflux_pump_degradation,no signal,NO_SIGNAL,ELEC,N,14.4,1129.99,"FT-502 seal weep, no signal","B shift called for FT-502 reflux flow transmitter, disch press low seen during reflux pump degradation. Foud no signal; 24v or card issue. Line was hot so job done slow and with ops standing by. tightened fittings, leak test ok. temp repair only, plan shutdown job. notif made by ops, maint attended same shift."
10451165,40871165,2026-01-29,2026-01-29,2026-01-31,U400-DEETHANIZER-500,TT-503,reboiler outlet temperature tx,instrument,P2,COMP,E&I,reboiler_duty_loss,loose wire,SIGNAL,ELEC,N,14.1,2394.11,TT-503 not ok after reboiler duty loss,"B shift called for TT-503 reboiler outlet temp tx, steam/hm valve no resp seen during reboiler duty loss. Foud loose wire; term loose. replaced positioner tubing and retuned small. readng close to dcs after job. notif made by ops, maint attended same shift."
10451166,40871166,2026-01-30,2026-01-30,2026-01-30,U400-DEETHANIZER-500,E-502,deethanizer overhead condenser,condenser,P3,TECO,ANLYZR,condenser_fouling,high press,PERF,FOUL,N,7.2,7162.72,"E-502 high press again, prod upset","night called for E-502 deethanizer overhead condenser, cw dt low seen during condenser fouling. Foud high press; condensing duty poor. No spare in store at first, used refurb one from shop. reset trip and monitored for 2 hrs. readng close to dcs after job. notif made by ops, maint attended same shift."
10451167,40871167,2026-01-30,2026-01-31,2026-02-01,U400-DEETHANIZER-500,FT-502,reflux flow transmitter,instrument,P3,TECO,ANLYZR,feed_flow_step,loose wire,SIGNAL,ELEC,N,5.7,5028.68,FT-502 not ok after feed flow step,"C shift called for FT-502 reflux flow transmitter, fic hunting seen during feed flow step. Foud loose wire; term loose. No spare in store at first, used refurb one from shop. reset trip and monitored for 2 hrs. no leak at handover. notif made by ops, maint attended same shift."
10451168,40871168,2026-02-03,2026-02-03,2026-02-04,U400-DEETHANIZER-500,LV-501,reflux drum level valve,control_valve,P1,CLSD,OPS+MECH,valve_stiction,hunting loop,CTRL_OSC,TUNE,N,13.5,4915.38,LV-501 not ok after valve stiction,"days called for LV-501 reflux drum level valve, loop cycling seen during valve stiction. Foud hunting loop; bad response after upset. replaced positioner tubing and retuned small. unit stable now. notif made by ops, maint attended same shift."
10451169,40871169,2026-01-31,2026-02-01,2026-02-06,U400-DEETHANIZER-500,FV-502,reflux flow control valve,control_valve,P2,TECO,E&I,valve_stiction,not stroking,NO_TRAVEL,ACT,N,16.8,6616.12,"FV-502 valve sticking, not stroking","C shift called for FV-502 rflx flow ctrl valve, air leak seen during valve stiction. Foud not stroking; actuator weak. opened strainer, cleaned black sludge. unit stable now. notif made by ops, maint attended same shift."
10451170,40871170,2026-02-03,2026-02-05,2026-02-06,U400-DEETHANIZER-500,V-501,deethanizer reflux drum,vessel,P2,CLSD,MECH,reflux_pump_degradation,pressure erratic,PRESS_SWING,CTRL,Y,9.1,975.32,"V-501 pressure erratic again, prod upset","B shift called for V-501 deethanizer reflux drum, disch press low seen during reflux pump degradation. Foud pressure erratic; pv/pic issue. replaced positioner tubing and retuned small. no leak at handover. notif made by ops, maint attended same shift."
10451171,40871171,2026-02-03,2026-02-04,2026-02-05,U400-DEETHANIZER-500,E-503,feed bottoms exchanger,exchanger,P2,COMP,ANLYZR,feed_composition_shift,gasket weep,LEAK,GASKET,N,9.5,1029.99,chk E-503 - gasket weep frm ops,"days called for E-503 feed bottoms exchanger, c3 in feed hi seen during feed composition shift. Foud gasket weep; flange sweating. changed gasket and boxed up. ops says ok for now. notif made by ops, maint attended same shift."
10451172,40871172,2026-02-04,2026-02-05,2026-02-05,U400-DEETHANIZER-500,FT-502,reflux flow transmitter,instrument,P3,CLSD,INST,reflux_pump_degradation,no signal,NO_SIGNAL,ELEC,N,3.0,2530.61,"FT-502 low rflx, no signal","B shift called for FT-502 reflux flow tx, low reflux seen during reflux pump degradation. Foud no signal; 24v or card issue. opened strainer, cleaned black sludge. no leak at handover. notif made by ops, maint attended same shift."
10451173,40871173,2026-02-06,2026-02-06,2026-02-08,U400-DEETHANIZER-500,P-501A,reflux pump A,pump,P2,COMP,OPS+MECH,reflux_pump_degradation,vib high,VIB,ALIGN,N,10.0,3908.38,chk P-501A - vib high frm ops,"days called for P-501A rflx pump A, min flow hot seen during rflx pump degradation. Foud vib high; coupling align or cavitation. reset trip and monitored for 2 hrs. still little hunting but acceptable. notif made by ops, maint attended same shift."
10451174,40871174,2026-02-08,2026-02-10,2026-02-11,U400-DEETHANIZER-500,LT-502,column bottom level tx,instrument,P3,CLSD,ANLYZR,normal_wear,loose wire,SIGNAL,ELEC,N,12.2,3556.61,LT-502 loose wire pls chk,"A shift called for LT-502 column bottom level tx, loose term seen during normal wear. Foud loose wire; term loose. Line was hot so job done slow and with ops standing by. reset trip and monitored for 2 hrs. need watch next feed swing. notif made by ops, maint attended same shift."
10451175,40871175,2026-02-13,2026-02-14,2026-02-14,U400-DEETHANIZER-500,P-502A,bottoms pump A,pump,P1,COMP,E&I,condenser_fouling,bearing hot,BRG,WEAR,N,2.3,7276.46,P-502A bearing hot bad,"A shift called for P-502A bottoms pump A, cw dt low seen during condenser fouling. Foud bearing hot; brg rough, lube dark. flushed impulse/sample line. temp repair only, plan shutdown job. notif made by ops, maint attended same shift."
10451176,40871176,2026-02-12,2026-02-12,2026-02-15,U400-DEETHANIZER-500,E-503,feed bottoms exchanger,exchanger,P3,CLSD,E&I,feed_temperature_ramp,tube fouling,FOULING,PROCESS,N,17.0,12992.34,E-503 not ok after feed temperature ramp,"days called for E-503 feed bottoms exchanger, feed temp high seen during feed temp ramp. Foud tube fouling; duty low, delta t poor. replaced positioner tubing and retuned small. unit stable now. notif made by ops, maint attended same shift."
10451177,40871177,2026-02-13,2026-02-15,2026-02-18,U400-DEETHANIZER-500,FT-501,feed flow transmitter,instrument,P2,CLSD,E&I,feed_flow_step,impulse plugged,PLUG,PROCESS,N,9.8,5196.26,chk FT-501 - impulse plugged frm ops,"A shift called for FT-501 feed flow tx, column dp high seen during feed flow step. Foud impulse plugged; tap/line dirty. cleaned and put back online. temp repair only, plan shutdown job. notif made by ops, maint attended same shift."
10451178,40871178,2026-02-14,2026-02-15,2026-02-17,U400-DEETHANIZER-500,E-501,deethanizer reboiler,reboiler,P2,CLSD,ROT,feed_flow_step,rb leak,LEAK,GASKET,N,14.0,11623.98,chk E-501 - rb leak frm ops,"days called for E-501 deethanizer reboiler, c2 recov down seen during feed flow step. Foud rb leak; channel flange weep. Line was hot so job done slow and with ops standing by. swapped to standby and repaired. need watch next feed swing. notif made by ops, maint attended same shift."
10451179,40871179,2026-02-18,2026-02-20,2026-02-21,U400-DEETHANIZER-500,P-501B,reflux pump B,pump,P2,TECO,E&I,reboiler_duty_loss,vib high,VIB,ALIGN,N,12.9,2380.51,"P-501B steam/hm valve no resp, vib high","A shift called for P-501B reflux pump B, c2 in btm seen during rebiler duty loss. Foud vib high; coupling align or cavitation. cleaned and put back online. no leak at handover. notif made by ops, maint attended same shift."
10451180,40871180,2026-02-17,2026-02-19,2026-02-20,U400-DEETHANIZER-500,TT-501B,sensitive tray temperature tx,instrument,P2,TECO,ANLYZR,feed_temperature_ramp,bad reading,DRIFT,CAL,N,9.6,327.27,TT-501B not ok after feed temp ramp,"A shift called for TT-501B sensitive tray temperature tx, tray temp drift seen during feed temperature ramp. Foud bad reading; needs calib. changed gasket and boxed up. ops says ok for now. notif made by ops, maint attended same shift."
10451181,40871181,2026-02-20,2026-02-20,2026-02-20,U400-DEETHANIZER-500,LT-501,reflux drum level tx,instrument,P3,TECO,ANLYZR,reflux_pump_degradation,no signal,NO_SIGNAL,ELEC,N,3.3,3802.32,LT-501 not ok after reflux pump degradation,"A shift called for LT-501 reflux drum level tx, pump vib seen during reflux pump degradation. Foud no signal; 24v or card issue. flushed impulse/sample line. no leak at handover. notif made by ops, maint attended same shift."
10451182,40871182,2026-02-22,2026-02-23,2026-02-24,U400-DEETHANIZER-500,AIT-501,overhead C2 analyzer,analyzer,P2,CLSD,OPS+INST,feed_composition_shift,condensate in sample,LIQ_CARRY,SAMPLE,N,6.8,3087.12,"AIT-501 c3 in feed hi, condensate in sample","days called for AIT-501 overhead C2 analyzer, btm heavy seen during feed composition shift. Foud condensate in sample; knockout pot full. opened strainer, cleaned black sludge. need watch next feed swing. notif made by ops, maint attended same shift."
10451183,40871183,2026-02-24,2026-02-24,2026-02-25,U400-DEETHANIZER-500,TV-501,reboiler hot medium valve,control_valve,P2,COMP,ANLYZR,reboiler_duty_loss,passing,LEAK_BY,SEAT,N,13.5,1952.28,chk TV-501 - passing frm ops,"B shift called for TV-501 reboiler hot medium valve, tray temp low seen during reboiler duty loss. Foud passing; seat leak by. Tag plate dirty, confirmd by line up with panel. changed gasket and boxed up. ops says ok for now. notif made by ops, maint attended same shift."
10451184,40871184,2026-02-26,2026-02-26,2026-02-28,U400-DEETHANIZER-500,T-501,deethanizer column,column,P3,CLSD,VALVE,feed_flow_step,dp high,DP_HIGH,FOAM,N,11.8,2546.7,T-501 dp high again,"A shift called for T-501 deethanizer column, c2 recov down seen during feed flow step. Foud dp high; trays loading or foaming. Line was hot so job done slow and with ops standing by. flushed impulse/sample line. still little hunting but acceptable. notif made by ops, maint attended same shift."
10451185,40871185,2026-02-25,2026-02-27,2026-02-27,U400-DEETHANIZER-500,E-503,feed bottoms exchanger,exchanger,P4,CLSD,E&I,feed_temperature_ramp,tube fouling,FOULING,PROCESS,N,13.2,11232.37,"E-503 tube fouling again, prod upset","night called for E-503 feed bottoms exchanger, feed temp high seen during feed temperature ramp. Foud tube fouling; duty low, delta t poor. Tag plate dirty, confirmd by line up with panel. cleaned and put back online. temp repair only, plan shutdown job. notif made by ops, maint attended same shift."
10451186,40871186,2026-02-27,2026-02-28,2026-03-02,U400-DEETHANIZER-500,TV-502,condenser cooling valve,control_valve,P3,TECO,INST,reflux_pump_degradation,stiction,STICK,PACKING,N,1.8,2262.87,"TV-502 stiction again, prod upset","A shift called for TV-502 condenser cooling vavle, low reflux seen during reflux pump degradation. Foud stiction; stem sticky and pos err. No spare in store at first, used refurb one from shop. stroke tested, response better. unit stable now. notif made by ops, maint attended same shift."
10451187,40871187,2026-03-03,2026-03-04,2026-03-05,U400-DEETHANIZER-500,P-502A,bottoms pump A,pump,P2,TECO,MECH,reboiler_duty_loss,seal leak,MECH_SEAL,SEAL,N,7.1,7264.31,P-502A seal leak chk & revert,"A shift called for P-502A bottoms pump A, tray temp low seen during reboiler duty loss. Foud seal leak; seal face worn / dry run signs. Line was hot so job done slow and with ops standing by. replaced positioner tubing and retuned small. ops says ok for now. notif made by ops, maint attended same shift."
